Latitude;Longitude;Temp;SA;Specific Humidity at 2 Meters;RH;Eff;Output
-0.85989;111.15211;25.0462;4.9237;0.0185;90.587;0.0345;0.1698
-0.85989;111.30041;25.0462;4.9237;0.0185;90.587;0.0345;0.1698
-0.85989;111.44871;25.0462;4.9237;0.0185;90.587;0.0345;0.1698
-0.85989;111.59701;25.2195;4.9237;0.0186;90.4702;0.0338;0.1664
-0.85989;111.74531;25.2195;4.9237;0.0186;90.4702;0.0338;0.1664
-0.85989;111.89361;25.2195;4.9237;0.0186;90.4702;0.0338;0.1664
-0.85989;112.04191;25.0173;4.8987;0.0184;90.7104;0.0344;0.1687
-0.85989;112.19021;25.0173;4.8987;0.0184;90.7104;0.0344;0.1687
-0.85989;112.33851;25.0173;4.8987;0.0184;90.7104;0.0344;0.1687
-0.85989;112.48681;25.0173;4.8987;0.0184;90.7104;0.0344;0.1687
-0.85989;112.63511;24.8009;4.8987;0.0183;90.994;0.0351;0.1719
-0.85989;112.78341;24.8009;4.8987;0.0183;90.994;0.0351;0.1719
-0.85989;112.93171;24.8009;4.8987;0.0183;90.994;0.0351;0.1719
-0.85989;113.08001;24.8282;4.9441;0.0184;91.185;0.0347;0.1714
-0.85989;113.22831;24.8282;4.9441;0.0184;91.185;0.0347;0.1714
-0.85989;113.37661;24.8282;4.9441;0.0184;91.185;0.0347;0.1714
-0.85989;113.52491;25.2528;4.9441;0.0187;91.2927;0.0324;0.1601
-0.85989;113.67321;25.2528;4.9441;0.0187;91.2927;0.0324;0.1601
-0.85989;113.82151;25.2528;4.9441;0.0187;91.2927;0.0324;0.1601
-0.85989;113.96981;25.2528;4.9441;0.0187;91.2927;0.0324;0.1601
-0.85989;114.11811;25.4229;4.963;0.0187;90.7425;0.0324;0.1606
-0.85989;114.26641;25.4229;4.963;0.0187;90.7425;0.0324;0.1606
-0.85989;114.41471;25.4229;4.963;0.0187;90.7425;0.0324;0.1606
-0.85989;114.56301;25.565;4.963;0.0188;90.772;0.0316;0.1568
-0.85989;114.71131;25.565;4.963;0.0188;90.772;0.0316;0.1568
-0.85989;114.85961;25.565;4.963;0.0188;90.772;0.0316;0.1568
-0.85989;115.00791;25.5944;4.9113;0.0188;90.8544;0.0313;0.1539
-0.85989;115.15621;25.5944;4.9113;0.0188;90.8544;0.0313;0.1539
-0.85989;115.30451;25.5944;4.9113;0.0188;90.8544;0.0313;0.1539
-0.85989;115.45281;25.5944;4.9113;0.0188;90.8544;0.0313;0.1539
-0.85989;115.60111;25.5591;4.9113;0.0188;90.6958;0.0317;0.1559
-0.85989;115.74941;25.5591;4.9113;0.0188;90.6958;0.0317;0.1559
-0.85989;115.89771;25.5591;4.9113;0.0188;90.6958;0.0317;0.1559
-0.85989;116.04601;25.6388;4.783;0.0187;90.2336;0.0321;0.1533
-0.85989;116.19431;25.6388;4.783;0.0187;90.2336;0.0321;0.1533
-0.85989;116.34261;25.6388;4.783;0.0187;90.2336;0.0321;0.1533
-0.97819;109.86711;26.5321;4.9919;0.0192;88.6828;0.0299;0.1495
-0.97819;109.99021;26.5321;4.9919;0.0192;88.6828;0.0299;0.1495
-0.97819;110.11331;26.0505;5.0131;0.0191;90.1263;0.0302;0.1512
-0.97819;110.23641;26.0505;5.0131;0.0191;90.1263;0.0302;0.1512
-0.97819;110.35951;26.0505;5.0131;0.0191;90.1263;0.0302;0.1512
-0.97819;110.48261;26.0505;5.0131;0.0191;90.1263;0.0302;0.1512
-0.97819;110.60571;25.519;5.0131;0.0188;90.6496;0.032;0.1605
-0.97819;110.72881;25.519;5.0131;0.0188;90.6496;0.032;0.1605
-0.97819;110.85191;25.519;5.0131;0.0188;90.6496;0.032;0.1605
-0.97819;110.97501;25.519;5.0131;0.0188;90.6496;0.032;0.1605
-1.00769;110.55891;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.00769;110.70721;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.00769;110.85551;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.00769;111.00381;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.00769;111.15211;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.00769;111.30041;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.00769;111.44871;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.00769;111.59701;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.00769;111.74531;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.00769;111.89361;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.00769;112.04191;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.00769;112.19021;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.00769;112.33851;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.00769;112.48681;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.00769;112.63511;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.00769;112.78341;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.00769;112.93171;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.00769;113.08001;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.00769;113.22831;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.00769;113.37661;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.00769;113.52491;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.00769;113.67321;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.00769;113.82151;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.00769;113.96981;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.00769;114.11811;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.00769;114.26641;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.00769;114.41471;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.00769;114.56301;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.00769;114.71131;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.00769;114.85961;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.00769;115.00791;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.00769;115.15621;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.00769;115.30451;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.00769;115.45281;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.00769;115.60111;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.00769;115.74941;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.00769;115.89771;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.00769;116.04601;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.00769;116.19431;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.00769;116.34261;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.11219;109.86711;26.9448;5.2176;0.0191;86.1791;0.0317;0.1653
-1.11219;109.99021;26.9448;5.2176;0.0191;86.1791;0.0317;0.1653
-1.11219;110.11331;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.11219;110.23641;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.11219;110.35951;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.11219;110.48261;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.11219;110.60571;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.11219;110.72881;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.11219;110.85191;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.11219;110.97501;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.15549;110.55891;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.15549;110.70721;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.15549;110.85551;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.15549;111.00381;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.15549;111.15211;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.15549;111.30041;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.15549;111.44871;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.15549;111.59701;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.15549;111.74531;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.15549;111.89361;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.15549;112.04191;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.15549;112.19021;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.15549;112.33851;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.15549;112.48681;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.15549;112.63511;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.15549;112.78341;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.15549;112.93171;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.15549;113.08001;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.15549;113.22831;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.15549;113.37661;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.15549;113.52491;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.15549;113.67321;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.15549;113.82151;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.15549;113.96981;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.15549;114.11811;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.15549;114.26641;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.15549;114.41471;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.15549;114.56301;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.15549;114.71131;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.15549;114.85961;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.15549;115.00791;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.15549;115.15621;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.15549;115.30451;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.15549;115.45281;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.15549;115.60111;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.15549;115.74941;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.15549;115.89771;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.15549;116.04601;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.15549;116.19431;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.15549;116.34261;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.24619;109.86711;26.9448;5.2176;0.0191;86.1791;0.0317;0.1653
-1.24619;109.99021;26.9448;5.2176;0.0191;86.1791;0.0317;0.1653
-1.24619;110.11331;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.24619;110.23641;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.24619;110.35951;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.24619;110.48261;26.2768;5.0755;0.019;88.6218;0.0313;0.1589
-1.24619;110.60571;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.24619;110.72881;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.24619;110.85191;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.24619;110.97501;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.30329;110.55891;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.30329;110.70721;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.30329;110.85551;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.30329;111.00381;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.30329;111.15211;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.30329;111.30041;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.30329;111.44871;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.30329;111.59701;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.30329;111.74531;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.30329;111.89361;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.30329;112.04191;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.30329;112.19021;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.30329;112.33851;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.30329;112.48681;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.30329;112.63511;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.30329;112.78341;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.30329;112.93171;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.30329;113.08001;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.30329;113.22831;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.30329;113.37661;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.30329;113.52491;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.30329;113.67321;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.30329;113.82151;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.30329;113.96981;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.30329;114.11811;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.30329;114.26641;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.30329;114.41471;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.30329;114.56301;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.30329;114.71131;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.30329;114.85961;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.30329;115.00791;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.30329;115.15621;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.30329;115.30451;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.30329;115.45281;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.30329;115.60111;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.30329;115.74941;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.30329;115.89771;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.30329;116.04601;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.30329;116.19431;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.30329;116.34261;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.45109;110.55891;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.45109;110.70721;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.45109;110.85551;25.6053;5.0755;0.0188;90.0744;0.0325;0.1648
-1.45109;111.00381;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.45109;111.15211;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.45109;111.30041;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.45109;111.44871;25.0831;4.9677;0.0184;90.399;0.0346;0.1718
-1.45109;111.59701;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.45109;111.74531;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.45109;111.89361;25.2574;4.9677;0.0184;89.4259;0.0352;0.1748
-1.45109;112.04191;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.45109;112.19021;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.45109;112.33851;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.45109;112.48681;25.5639;5.0457;0.0184;88.2279;0.0355;0.179
-1.45109;112.63511;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.45109;112.78341;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.45109;112.93171;25.8514;5.0457;0.0185;87.5114;0.0351;0.1772
-1.45109;113.08001;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.45109;113.22831;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.45109;113.37661;25.9769;4.9831;0.0187;87.9143;0.0339;0.1688
-1.45109;113.52491;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.45109;113.67321;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.45109;113.82151;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.45109;113.96981;25.8057;4.9831;0.0189;90.0741;0.0315;0.1568
-1.45109;114.11811;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.45109;114.26641;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.45109;114.41471;25.9298;4.9639;0.0188;89.2369;0.0321;0.1594
-1.45109;114.56301;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.45109;114.71131;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.45109;114.85961;25.9199;4.9639;0.0188;89.5108;0.0317;0.1576
-1.45109;115.00791;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.45109;115.15621;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.45109;115.30451;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.45109;115.45281;25.5809;4.8041;0.0187;90.0669;0.0326;0.1566
-1.45109;115.60111;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.45109;115.74941;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.45109;115.89771;25.2133;4.8041;0.0184;90.21;0.0342;0.1644
-1.45109;116.04601;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.45109;116.19431;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.45109;116.34261;25.6115;4.638;0.0186;89.3856;0.0335;0.1553
-1.59889;110.55891;25.9125;5.0755;0.0188;89.1226;0.0324;0.1643
-1.59889;110.70721;25.9125;5.0755;0.0188;89.1226;0.0324;0.1643
-1.59889;110.85551;25.9125;5.0755;0.0188;89.1226;0.0324;0.1643
-1.59889;111.00381;25.8929;4.9677;0.0186;87.9008;0.0343;0.1705
-1.59889;111.15211;25.8929;4.9677;0.0186;87.9008;0.0343;0.1705
-1.59889;111.30041;25.8929;4.9677;0.0186;87.9008;0.0343;0.1705
-1.59889;111.44871;25.8929;4.9677;0.0186;87.9008;0.0343;0.1705
-1.59889;111.59701;26.0811;4.9677;0.0183;85.6689;0.0368;0.1827
-1.59889;111.74531;26.0811;4.9677;0.0183;85.6689;0.0368;0.1827
-1.59889;111.89361;26.0811;4.9677;0.0183;85.6689;0.0368;0.1827
-1.59889;112.04191;26.5309;5.0457;0.0184;83.7973;0.0374;0.1885
-1.59889;112.19021;26.5309;5.0457;0.0184;83.7973;0.0374;0.1885
-1.59889;112.33851;26.5309;5.0457;0.0184;83.7973;0.0374;0.1885
-1.59889;112.48681;26.5309;5.0457;0.0184;83.7973;0.0374;0.1885
-1.59889;112.63511;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.59889;112.78341;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.59889;112.93171;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.59889;113.08001;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.59889;113.22831;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.59889;113.37661;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.59889;113.52491;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.59889;113.67321;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.59889;113.82151;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.59889;113.96981;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.59889;114.11811;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.59889;114.26641;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.59889;114.41471;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.59889;114.56301;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.59889;114.71131;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.59889;114.85961;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.59889;115.00791;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.59889;115.15621;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.59889;115.30451;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.59889;115.45281;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.59889;115.60111;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.59889;115.74941;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.59889;115.89771;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.59889;116.04601;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.59889;116.19431;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.59889;116.34261;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.59889;116.49091;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.59889;116.63921;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.59889;116.78751;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.59889;116.93581;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.59889;117.08411;27.8726;4.9935;0.0188;80.5758;0.0355;0.1775
-1.59889;117.23241;27.8726;4.9935;0.0188;80.5758;0.0355;0.1775
-1.59889;117.38071;27.8726;4.9935;0.0188;80.5758;0.0355;0.1775
-1.59889;117.52901;28.0111;4.9935;0.0189;79.996;0.0357;0.1784
-1.59889;117.67731;28.0111;4.9935;0.0189;79.996;0.0357;0.1784
-1.59889;117.82561;28.0111;4.9935;0.0189;79.996;0.0357;0.1784
-1.59889;117.97391;28.0111;4.9935;0.0189;79.996;0.0357;0.1784
-1.59889;118.12221;28.0497;5.3105;0.0188;79.621;0.0361;0.1917
-1.59889;118.27051;28.0497;5.3105;0.0188;79.621;0.0361;0.1917
-1.74669;112.48681;26.5309;5.0457;0.0184;83.7973;0.0374;0.1885
-1.74669;112.63511;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.74669;112.78341;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.74669;112.93171;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.74669;113.08001;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.74669;113.22831;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.74669;113.37661;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.74669;113.52491;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.74669;113.67321;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.74669;113.82151;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.74669;113.96981;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.74669;114.11811;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.74669;114.26641;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.74669;114.41471;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.74669;114.56301;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.74669;114.71131;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.74669;114.85961;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.74669;115.00791;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.74669;115.15621;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.74669;115.30451;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.74669;115.45281;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.74669;115.60111;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.74669;115.74941;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.74669;115.89771;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.74669;116.04601;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.74669;116.19431;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.74669;116.34261;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.74669;116.49091;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.74669;116.63921;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.74669;116.78751;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.74669;116.93581;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.74669;118.27051;28.0497;5.3105;0.0188;79.621;0.0361;0.1917
-1.89449;112.48681;26.5309;5.0457;0.0184;83.7973;0.0374;0.1885
-1.89449;112.63511;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.89449;112.78341;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.89449;112.93171;26.8964;5.0457;0.0185;82.9015;0.0369;0.1862
-1.89449;113.08001;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.89449;113.22831;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.89449;113.37661;26.8596;4.9831;0.0186;84.0255;0.0354;0.1763
-1.89449;113.52491;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.89449;113.67321;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.89449;113.82151;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.89449;113.96981;26.1305;4.9831;0.0189;88.8957;0.0316;0.1576
-1.89449;114.11811;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.89449;114.26641;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.89449;114.41471;26.1832;4.9639;0.0188;88.4401;0.0321;0.1591
-1.89449;114.56301;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.89449;114.71131;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.89449;114.85961;26.1234;4.9639;0.0188;88.742;0.0319;0.1583
-1.89449;115.00791;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.89449;115.15621;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.89449;115.30451;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.89449;115.45281;25.6622;4.8041;0.0186;89.5349;0.033;0.1585
-1.89449;115.60111;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.89449;115.74941;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.89449;115.89771;25.2473;4.8041;0.0184;89.9083;0.0345;0.1658
-1.89449;116.04601;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.89449;116.19431;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.89449;116.34261;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.89449;116.49091;26.0621;4.638;0.0187;88.2795;0.0329;0.1526
-1.89449;116.63921;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.89449;116.78751;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.89449;116.93581;27.3716;4.638;0.0188;82.5965;0.035;0.1622
-1.89449;117.08411;27.8726;4.9935;0.0188;80.5758;0.0355;0.1775
-1.89449;117.23241;27.8726;4.9935;0.0188;80.5758;0.0355;0.1775
